title,directions,Ingridents,link
Banana And Chocolate Marble Cake,"[""Preheat the oven to 350\u00b0F. Grease a parchment paper lined 8 inch square baking pan, extending paper at two sides for handles."", ""For the cake, beat butter, granulated sugar, eggs, vanilla, flour, baking soda, bananas and 2 tbsp of the milk in a large bowl with an electric mixer until smooth. Divide batter equally into 2 bowls."", ""Mix cocoa powder and remaining 2 tbsp milk in a small bowl. Stir into 1 of the bowls of batter."", ""Place alternate spoonfuls of each batter into prepared pan. Using a spoon, swirl batters to create a marbled effect."", ""Bake for 45 mins or until a toothpick inserted into the center comes out clean. Cool cake in pan for 5 mins. Transfer to a wire rack to cool completely."", ""For the chocolate frosting, beat cream cheese and hazelnut spread in a medium bowl with an electric mixer until smooth. Gradually beat in powdered sugar. Refrigerate until frosting is chilled. Frost top and sides of cake.""]","[""chocolate hazelnut spread"", ""sugar"", ""vanilla"", ""eggs"", ""baking soda"", ""mashed overripe bananas"", ""powdered sugar"", ""cream cheese"", ""flour"", ""cocoa"", ""milk"", ""butter""]",recipes-plus.com/api/v2.0/recipes/21111
Black Forest Cake With Griottines,"[""Preheat oven to 190C (gas mark 6 1/2)."", ""Grease and flour three same layer-cake pans of 18 cm ."", ""Break eggs into a bowl."", ""Add sugar, salt and vanilla."", ""Beat using an electric mixer until it becomes foamy and grows threefold."", ""Sift flour and cocoa together then combine by tablespoonful to the eggs."", ""Melt butter and blend in mixture."", ""Distribute dough into moulds and spread evenly over the top."", ""Bake for 15 minutes Check baking by sticking a toothpick into the centre of the cakes."", ""If it comes out clean they are done."", ""Leave to cool for 5 minutes in moulds before turning them over onto a grid."", ""Drain Griottines keeping juice aside."", ""Prepare the cream by add icing sugar and beating to Chantilly."", ""Pour Kirsch in trickle."", ""Chill."", ""Prepare mini chocolate curls: scrape edge of chocolate bar over a plate, with a good peeler knife."", ""Be quick to prevent chocolate from melting."", ""Chill."", ""Make holes randomly in the cake using a fork and dose with Griottines juice."", ""Place the first cake in the centre of a dish."", ""Spread over 1/4 of Chantilly."", ""Garnish with half of Griottines."", ""Set second cake."", ""Garnish in the same way."", ""Carefully set the third cake on the top."", ""Spread remaining Chantilly with a spatula over the top and edges of cake."", ""Scatter chocolate chips over the whole cake, by lightly driving them into the cream."", ""Serve chilled.""]","[""dark chocolate"", ""eggs"", ""vanilla essence"", ""flour"", ""caster sugar"", ""cocoa"", ""icing sugar"", ""cl kirsch"", ""cream"", ""butter"", ""salt""]",www.food.com/recipe/black-forest-cake-with-griottines-439042
Frosty Fruit Cooler,"[""Using 4 quart nonmetal container, combine all juices."", ""Stir in lemon-lime and float scoops of sherbet on top.""]","[""orange sherbet"", ""apricot nectar"", ""pineapple juice"", ""orange juice"", ""lemon lime soda"", ""pineapple""]",www.cookbooks.com/Recipe-Details.aspx?id=336262
Diane's Tomato Cheese Strata Recipe,"[""Slice loaf of bread in 1/2 and toast in oven."", ""Cut into cubes and place in a large baking dish."", ""Heat butter and saute/fry onion, green pepper and garlic."", ""Add in oregano, salt, pepper and basil."", ""Pour 1/2 of mix over bread and cover with tomato slices."", ""Pour rest of mix over tomatoes and top with Mozzarella cheese."", ""Bake for 30 min at 325 degrees.""]","[""bread"", ""oregano"", ""tomatoes"", ""mozzarella cheese"", ""onion"", ""basil"", ""clove garlic"", ""butter"", ""green pepper"", ""salt""]",cookeatshare.com/recipes/diane-s-tomato-cheese-strata-21238
Roasted Butternut Squash Lasagne,"[""Preheat oven to 400 degrees and lightly coat a 13 x 9 x 2 lasagne pan with olive or other vegetable oil."", ""Cut squash in half and roast open side down on a lightly oiled baking sheet for about 40 minutes, or until soft, in 400 degree oven."", ""While squash is roasting, put 1 -2 tablespoons olive oil in an already heated saute pan over medium heat and add the onions. Let caramelize over medium heat for about 30 minutes, until soft and brown but not dried and frizzled. When finished, remove to a bowl and set aside."", ""Set pan back over medium to medium/high heat and add another 1 -2 tablespoons olive oil to the pan. Add the mushrooms and let cook until softened and some of the liquid cooks off, about 8 - 10 minutes."", ""Take squash out of oven and let cool until cool enough to handle. Lower heat in oven to 350 degrees. I usually get the thyme and sage ready at this point."", ""Once squash is cool enogh to handle, scoop out the roasted flesh (should be about 2 cups, more is fine) and place into a medium sized bowl. Add 1 cup of the vegetable stock, and 1 tablespoon each of the thyme and sage. I have been using a homemade vegetable bouillon which has salt, but if you have salt free stock, add some salt here. Mix contents with a fork until you achieve a sort of lumpy puree."", ""In another bowl, add ricotta cheese, 1 cup of the parmigiano reggiano, 2 eggs, the other 1/4 cup of vegetable stock and 1 teaspoon each of the thyme and sage. Mix well."", ""Set the bowls of butternut squash, caramelized onions, mushrooms, ricotta cheese, as well as the fontina cheese and noodles, around your lasagne pan and start layering. You can do it however you like but the following seems to work well."", ""Start with about 1/3 of the ricotta mixture and spread around the bottom of the pan."", ""Cover with 1 noodle sheet, cut to fit the pan if too large."", ""Cover noodle with 1/2 of the squash mixture, followed by 1/2 the onions."", ""Sprinkle 1/3 of the fontina cheese on top."", ""Add second noodle."", ""Cover noodle with the second 1/3 of the ricotta mixture."", ""Add the mushrooms and their liquid."", ""Add the third noodle on top."", ""Add the rest of the butternut squash mixture."", ""Add the rest of the caramelized onions."", ""Add the next 1/3 of the fontina cheese."", ""Add the last noodle."", ""Layer on the rest of the ricotta mixture, then the rest of the fontina and the other cup of parmesan cheese sprinked over top."", ""Cover pan with lightly oiled foil (or parchment paper) and bake in 350 degree oven for about 30 minutes or until bubbling inside. Take off cover and bak ean additional 30 minutes or so, until top is nicely browned. Let sit fo 5 or 10 minutes to set before cutting.""]","[""noodles"", ""butternut squash"", ""eggs"", ""vegetable stock"", ""fontina cheese"", ""crimini mushrooms"", ""thyme"", ""cheese"", ""ricotta cheese"", ""fresh sage"", ""red onion"", ""olive oil""]",food52.com/recipes/7405-roasted-butternut-squash-lasagne
Oreo Cake,"[""Crush 28 cookies and mix with melted butter."", ""Press into 9 x 13-inch pan."", ""Beat cream cheese, sugar and 1 cup Cool Whip. Spread over crumb mixture."", ""Make vanilla and chocolate pudding separately, using 2 cups of milk for each."", ""Spread vanilla pudding over cheese and chocolate pudding on top."", ""Spoon rest of Cool Whip and sprinkle with chocolate chips."", ""Refrigerate until ready to eat.""]","[""cream cheese"", ""oreo cookies"", ""vanilla pudding"", ""confectioners sugar"", ""milk"", ""chocolate chips"", ""butter"", ""chocolate pudding""]",www.cookbooks.com/Recipe-Details.aspx?id=881624
Grilled Pork with Curried Apricots and Napa Cabbage,"[""Light a grill."", ""In a small saucepan, cover the apricots with the water and bring to a boil."", ""Remove from the heat and let stand for 3 minutes, then drain."", ""Rub the pork with olive oil and season with salt and pepper."", ""Grill over a moderately hot fire, turning occasionally, until cooked through, about 10 minutes."", ""Let rest for 5 minutes, then cut each piece into 3 slices."", ""Meanwhile, in a large skillet, melt the butter."", ""Add the curry powder and cook over moderate heat, stirring, until fragrant, about 2 minutes."", ""Add the cabbage, apricots and rosemary, season with salt and pepper and cook over high heat, stirring until the cabbage is wilted, about 5 minutes."", ""Transfer the curried cabbage and apricots to plates, top with the grilled pork slices and serve.""]","[""apricots"", ""cabbage"", ""extra-virgin olive oil"", ""unsalted butter"", ""curry powder"", ""water"", ""fresh rosemary"", ""pork tenderloin"", ""salt""]",www.foodandwine.com/recipes/grilled-pork-with-curried-apricots-and-napa-cabbage
Basil Pesto Bread Rounds,"[""Preheat oven on broiler setting. Arrange bread slices in a single layer on a cookie sheet. Place under broiler for 5 to 8 minutes, or until lightly toasted on one side. Watch carefully to ensure they don't burn. Remove from oven, and flip bread slices so that the toasted side is on the bottom."", ""Set the oven temperature for 350 degrees F (175 degrees C). In a small bowl, mix together mayonnaise, pesto, garlic, Parmesan and salt. Spread evenly over untoasted sides of bread slices."", ""Bake in the preheated oven for 6 to 8 minutes. Set the oven to broil, and place the rounds under the broiler just until they begin to bubble and turn golden. Let cool slightly before serving.""]","[""parmesan cheese"", ""garlic"", ""basil pesto"", ""mayonnaise"", ""baguette"", ""salt""]",www.allrecipes.com/recipe/42027/basil-pesto-bread-rounds/
Messy Giuseppe,"[""Preheat broiler to high."", ""Make the meat sauce: heat a large skillet over med-high heat; add in olive oil, red pepper flakes, and ground beef, and break up the meat."", ""Add in bell pepper, onion, 3/4 of the garlic, nutmeg, and a little salt and pepper to the beef."", ""Cook together, using the back of a wooden spoon to break up the meat into tiny bits as it browns."", ""Add in the mushrooms; cook 5 minutes."", ""Add in the wine; cook 1 minute, then add the beef stock and tomatoes."", ""Bring mixture to a bubble; decrease heat to medium low, and simmer gently for 10 minutes."", ""Finish by stirring in the chopped parsley."", ""While the meat is simmering, combine the remaining garlic with the softened butter, chopped basil, and a little salt/pepper."", ""Split the rolls in half lengthwise without separating the halves."", ""Press open the rolls, flattening them out a little bit."", ""Slather the insides with the garlic butter and toast until golden brown under the broiler."", ""Top one side of the toasted rolls with a heap of meat, sprinkle each pile of meat sauce with grated cheese, then top that with 2 slices of mozzarella."", ""Transfer them to the broiler to melt the cheese."", ""Remove from the broiler and prepare to get sloppy.""]","[""tomatoes"", ""mozzarella cheese"", ""extra virgin olive oil"", ""cheese"", ""flat leaf parsley"", ""butter"", ""beef stock"", ""nutmeg"", ""red pepper"", ""onion"", ""fresh basil"", ""salt"", ""portabella mushroom"", ""rolls"", ""green bell pepper"", ""black pepper"", ""red wine"", ""garlic"", ""ground sirloin""]",www.food.com/recipe/messy-giuseppe-224412
Bar Americain Steak Sauce,"[""Whisk all of the ingredients in a bowl. Cover and refrigerate at least 30 minutes or up to 1 day."", ""Bring to room temperature before serving.""]","[""ground pepper"", ""horseradish"", ""molasses"", ""kosher salt"", ""ketchup"", ""whole grain mustard"", ""mustard"", ""honey""]",www.food.com/recipe/bar-americain-steak-sauce-451187
English Trifle To Die For,"[""Spread a little jam on each piece of cake and place in the bottom of a large glass bowl. Sprinkle raspberries over cake."", ""Heat 10 fl. oz. cream in a medium saucepan over medium heat. While the cream is heating, beat the egg yolks with the sugar until pale yellow and smooth. Strain yolk mixture into a clean bowl. Pour hot cream into egg yolks and stir vigorously. Return mixture to pan over low heat and cook, stirring, until thick enough to coat the back of a metal spoon. Remove from heat and allow to cool."", ""While custard is cooling, whip 10 fl oz. cream until soft peaks form. Place almonds on a baking sheet and toast, in a 300 degree oven or toaster oven, stirring frequently, until golden, 2 to 10 minutes."", ""Spread cooled custard over cake in bowl. Top with whipped cream and toasted almonds. Chill 2 hours before serving.""]","[""fresh raspberries"", ""heavy cream"", ""sponge cake"", ""white sugar"", ""almonds"", ""egg yolks"", ""seedless raspberry jam""]",www.allrecipes.com/recipe/18981/english-trifle-to-die-for/
Fried Eggplant Or Zucchini,"[""In large bowl, combine bread crumbs and spices."", ""In another bowl, beat eggs and milk."", ""Slice eggplant or zucchini about 1/8 inch thick."", ""Dip in egg mixture; dredge through bread crumbs.""]","[""oil"", ""oregano"", ""black pepper"", ""eggs"", ""parmesan cheese"", ""parsley flakes"", ""basil"", ""garlic powder"", ""eggplant"", ""milk"", ""paprika"", ""bread crumbs"", ""zucchini""]",www.cookbooks.com/Recipe-Details.aspx?id=388872
S'Mores Cheesecake Bars,"[""Heat oven to 350F."", ""Line 13x9-inch pan with foil, with ends of foil extending over sides."", ""Crush 14 grahams."", ""Mix with butter and 3 Tbsp."", ""sugar; press onto bottom of prepared pan."", ""Coarsely chop remaining grahams."", ""Beat cream cheese, 1 cup sugar and vanilla in large bowl with mixer until blended."", ""Add flour; mix well."", ""Add eggs, 1 at a time, mixing on low speed after each just until blended."", ""Chop 1/2 cup chocolate chunks; stir into cream cheese batter."", ""Pour over crust."", ""Sprinkle with remaining chocolate chunks, marshmallows and chopped grahams."", ""Bake 40 min."", ""or until center is almost set."", ""Cool completely."", ""Refrigerate 4 hours."", ""Use foil handles to lift cheesecake from pan before cutting into bars.""]","[""sugar"", ""vanilla"", ""crackers"", ""eggs"", ""jet-puffed miniature marshmallows"", ""chocolate"", ""philadelphia cream cheese"", ""flour"", ""butter""]",www.kraftrecipes.com/recipes/smores-cheesecake-bars-52821.aspx
